movie_name,year,tags
raazi,2018,action drama thriller a kashmiri woman agrees to marry a pakistani army officer in order to spy on pakistan during the indo-pakistan war of 1971. meghna gulzar alia bhatt vicky kaushal rajit kapoor shishir sharma 
dil chahta hai,2001,"comedy drama romance three inseparable childhood friends are just out of college. nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension. farhan akhtar aamir khan saif ali khan akshaye khanna preity g zinta "
bye2,2020,"drama romance story of boy and girl, how relationships change over a period of life and how hard is to say bye sometimes when you want to end the relationship. tanveer hashmi bhushan karan vipin singh shreya tyagi "
darlings,2022,comedy drama thriller it follows the lives of two women as they find courage and love in exceptional circumstances. jasmeet k reen alia bhatt shefali shah vijay varma roshan mathew 
runway 34,2022,"drama thriller inspired by true incidents, ""runway 34"" revolves around captain vikrant khanna played by ajay devgn, a flying prodigy, whose flight takes a mysterious course after take-off from an international destination. ajay devgn ajay devgn amitabh bachchan rakul preet singh carryminati "
masaan,2015,"drama along india's ganges river, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies. neeraj ghaywan richa chadha sanjay mishra vicky kaushal pankaj tripathi "
sanju,2018,"biography comedy drama biopic of the controversial life of actor sanjay dutt: his film career, jail sentence, and personal life. rajkumar hirani ranbir kapoor paresh rawal manisha koirala vicky kaushal "
govinda naam mera,2022,"comedy crime drama the very charming govinda waghmare juggles his time and love between his wife mrs. waghmare and his girlfriend in this dose of chaos, confusion, and laughter. shashank khaitan vicky kaushal kiara advani bhumi pednekar renuka shahane "
rockstar,2011,"drama music romance janardhan jakhar chases his dreams of becoming a big rock star, during which he falls in love with heer. imtiaz ali ranbir kapoor nargis fakhri shammi kapoor kumud mishra "
mom,2017,"crime drama thriller after her daughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free. ravi udyawar sridevi sajal ali akshaye khanna adnan siddiqui "
kalank,2019,"drama romance the lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of husnabad, a town in north india. abhishek varman alia bhatt kiara advani sanjay dutt kriti sanon "
article 15,2019,"crime drama mystery in the rural heartlands of india, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination. anubhav sinha ayushmann khurrana nassar manoj pahwa kumud mishra "
lust stories,2018,"drama romance four short films by four of india's biggest directors exploring love, sex and relationships in modern india. zoya akhtar, dibakar banerjee, karan johar, anurag kashyap kiara advani vicky kaushal bhumi pednekar neil bhoopalam "
shehzada,2023,"action comedy drama bantu is hated by his father valmiki since he was a toddler. samara, his boss, shows him affection and love until he discovers that the jindals are his parents. bantu decides to seek jindals love and protect them from threats they facing. rohit dhawan kartik aaryan kriti sanon paresh rawal manisha koirala "
zero,2018,"comedy drama romance the story revolves around bauua singh (shah rukh khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life. aanand l. rai shah rukh khan anushka sharma katrina kaif mohd. zeeshan ayyub "
a thursday,2022,"drama thriller naina, a playschool teacher, takes 16 students hostage. rattling the police and the leaders, her demands send shockwaves through the country. behzad khambata yami gautam atul kulkarni neha dhupia dimple kapadia "
rang de basanti,2006,"comedy crime drama the story of six young indians who assist an english woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom. rakeysh omprakash mehra aamir khan soha ali khan siddharth sharman joshi "
rocketry: the nambi effect,2022,"biography drama based on the life of indian space research organization scientist nambi narayanan, who was framed for being a spy and arrested in 1994. though free, he continues to fight for justice against the officials who falsely implicated him. madhavan madhavan simran rajit kapoor ravi raghavendra "
dilwale,2015,"action comedy drama the siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart. rohit shetty shah rukh khan kajol varun dhawan kriti sanon "
jug jugg jeeyo,2022,comedy drama family two couples from different generations confront their issues after marriage. raj mehta varun dhawan anil kapoor kiara advani neetu singh 
gully boy,2019,drama music romance a coming-of-age story based on the lives of street rappers in mumbai. zoya akhtar ranveer singh alia bhatt siddhant chaturvedi vijay raaz 
chennai express,2013,action comedy drama a man travelling to rameshwaram via chennai express in order to immerse his late grandfather's ashes finds himself in trouble after helping a don's daughter and her cousins board the train. rohit shetty deepika padukone shah rukh khan sathyaraj nikitin dheer 
war,2019,"action adventure thriller indian agent khalid goes on a mission to hunt and eliminate his former mentor, the country's top agent kabir who has gone rogue. a deadly war begins. siddharth anand hrithik roshan tiger shroff vaani kapoor ashutosh rana "
shershaah,2021,"action biography drama shershaah is the story of pvc awardee indian soldier capt. vikram batra, whose bravery and unflinching courage in chasing the pakistani soldiers out of indian territory contributed immensely in india finally winning the kargil war in 1999. vishnuvardhan sidharth malhotra kiara advani shiv panditt pranay pachauri "
student of the year 2,2019,"action comedy drama a student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted student of the year trophy. punit malhotra tiger shroff ananya panday tara sutaria aditya seal "
qala,2022,"drama music haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her. anvita dutt triptii dimri babil khan swastika mukherjee amit sial "
talvar,2015,crime drama mystery an experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide. meghna gulzar irrfan khan konkona sen sharma neeraj kabi sohum shah 
kuttey,2023,"action comedy crime a van carrying crores of cash. one rainy night in the outskirts of mumbai. unaware of each other, three stray gangs cross paths on the hunt. unfortunately, all of them have the same plan. will they bite the bone or will they lose to greed? aasmaan bhardwaj tabu arjun kapoor naseeruddin shah konkona sen sharma "
fukrey 3,2023,comedy crime drama the friends facing disastrously funny situations together and having each other's backs through the trenches to make it out of a new mess this time. mrighdeep lamba pankaj tripathi farhan akhtar richa chadha pulkit samrat 
dangerous,2022,action crime drama dangerous is a story of two women who have some bad experiences with men and in due course passionately fall in love with each other. the film's story proceeds with how violently they fight...                see full summary » ram gopal varma naina ganguly rajpal naurang yadav mithun purandare apsara rani 
bang bang,2014,"action adventure comedy a young bank receptionist gets mixed up with rajveer nanda, a man who has a mysterious background. siddharth anand hrithik roshan katrina kaif pawan malhotra danny denzongpa "
hey ram,2000,crime drama history saketh ram's wife is raped and killed during direct action day riots in calcutta. he is convinced that mahatma gandhi is responsible for all the problems happening in the country and sets out to kill him. kamal haasan kamal haasan shah rukh khan rani mukerji hema malini 
83,2021,"biography drama history on june 25, 1983, the lord's cricket ground witnessed 14 men beat the two times world champions west indies, putting india back onto the cricket world stage. kabir khan ranveer singh deepika padukone tahir raj bhasin jiiva "
selfiee,2023,"action comedy drama bollywood superstar vijay kumar needs to obtain a new driving license from rto officer om prakash agarwal, a diehard fan of vijay. a misunderstanding escalates into a feud which is played out in front of the entire country. raj mehta akshay kumar mrunal thakur nushrratt bharuccha emraan hashmi "
